GSUID,spectrum_id,spectral_entropy,peak_density,fractal_complexity,variance_stability,symmetry_complexity_score,cross_modal_complexity,overall_complexity_index
01b3314979adcc7fc0a7014cdb673c0dc4ab2e84,SPC-001525,7.034461527393745,0.0014278914802475012,0.026000000000000023,0.3489407260658928,0.8571428571428572,0.844811963086838,0.6362901171372388
01bf750b98f6e5647d68eb48e174b12e6145ed74,SPC-001045,7.095285861007344,0.002379819133745835,0.30200000000000005,0.4506626326940754,0.2857142857142857,0.3249515736197843,0.6324620339965086
01fd055a37a9f3c63ec33877e22e4a5b78d7d3b5,SPC-000989,6.192055364163277,0.00047596382674916705,0.0,0.2889788097644418,0.2857142857142857,0.24681643514854057,0.18815207787301458
0222500c48c55be4751f89ee0155b92a5f076e17,SPC-000820,6.450967533567381,0.021894336030461686,0.7529999999999999,0.4706095209741745,0.5714285714285714,0.6193249428641583,0.5783556179564724
026c142c845fe27a037266fecae123b64e96056e,SPC-000849,7.239322943618944,0.0019038553069966682,0.03600000000000003,0.5502382561117456,0.5714285714285714,0.5821437991909723,0.6963584619590746
02747bf3026ce5e34371a2c9615a2b02103bb4e9,SPC-001263,7.495033928580284,0.0028557829604950024,0.1299999999999999,0.4052397859583411,0.7142857142857143,0.7650198663164833,0.8143303263046342
02d4e41b91cfe0abd3e68d8967847b7b96e36919,SPC-001197,6.589969062747713,0.0009519276534983341,0.026999999999999913,0.5842242629768898,0.7142857142857143,0.6604601529092687,0.4928874093164694
030661f7ffed9be96ccad41356e723622c88a32b,SPC-001420,7.146744042743818,0.0014278914802475012,0.040000000000000036,0.42242665426574066,0.8571428571428572,0.8601919153363116,0.6965449203334251
03445aae78e07305c00fe01d49f15dbf4a178e52,SPC-000498,7.452471802360881,0.0019038553069966682,0.137,0.34121627857232506,0.7142857142857143,0.7617551057782624,0.7871336960134742
03891c642aaa97e8e3543a419efe0e35380350b6,SPC-001050,6.541991750982361,0.0014278914802475012,0.357,0.4495904970766998,0.2857142857142857,0.31057025581466,0.44370239927599664
039137861c23ae9eaa936c564820930f8277e380,SPC-000040,7.365742138781653,0.0019038553069966682,0.014999999999999902,0.3815371884773959,0.0,0.002092659397119146,0.5820978869839064
039c3dc792309feff3c5f8dbf72b4b112580f98f,SPC-000261,6.518078159544979,0.0009519276534983341,0.03600000000000003,0.29151154309309585,0.0,0.005022382553085987,0.2578131441963377
03af84b0ab3dbe06340221a658839e5ebaa17adf,SPC-000096,6.574594580289023,0.0014278914802475012,0.05600000000000005,0.5688880872780862,0.0,0.007812595082578202,0.3419199918613744
041b77f2acd436a8d4d9da0c20027d952115bf0d,SPC-000603,7.274097791647801,0.0014278914802475012,0.18199999999999994,0.44746705101749534,0.7142857142857143,0.7502580339829266,0.7557668298731622
041c1bd6e2cb13e772afd9bd7899d0d0d5ae46d6,SPC-001159,7.065627944110359,0.0014278914802475012,0.010999999999999899,0.47925976729107694,0.7142857142857143,0.705627603262186,0.6411638858165138
0477b1db3d578acbc3a994d1ae12cc89d1cb74da,SPC-000393,7.388213476878525,0.0014278914802475012,0.07899999999999996,0.5041583076623649,0.4285714285714286,0.45276460692898746,0.7226358268516526
04a5a41fecfc7adfeaa0d8da373b1680f2b5a32f,SPC-000856,7.322433060738828,0.0014278914802475012,0.040000000000000036,0.2924130294798175,0.5714285714285714,0.5893274099858842,0.6738514865821559
04c6168965b5fb68645441010a6d400fdf62c737,SPC-001452,7.553081395954416,0.002379819133745835,0.04800000000000004,0.5681758213101887,0.8571428571428572,0.9098980392393474,0.8782312485165372
050b8ede397de5c7c3e58f7602e559e850e4aeab,SPC-001163,6.70910284324464,0.0014278914802475012,0.02299999999999991,0.4063075097130256,0.7142857142857143,0.6717738449400953,0.49824623300267035
050d5a43fdfbf86ad446fa1514ea8229afa367d1,SPC-001247,6.396588445908723,0.0019038553069966682,0.08299999999999996,0.5244644870132551,0.7142857142857143,0.6490022829895226,0.42410297603545183
050ddd4d42afb6ba18486ec31bda621ea48bb76f,SPC-000503,7.118742702431025,0.002379819133745835,0.08099999999999996,0.3241584737348503,0.7142857142857143,0.720686256549954,0.646477053336961
057409cf98f0f5e7d828e321c72c4496646a2778,SPC-000819,7.123341406155552,0.018086625416468348,0.5880000000000001,0.3726525329929478,0.5714285714285714,0.649907575318668,0.7612173104041394
0574c0bae847362d1a15d7e2fb4df7cf4149095b,SPC-000101,7.335918011160443,0.0019038553069966682,0.15500000000000003,0.33977663860664,0.0,0.02162414710356465,0.5990850829388256
059ffb544d5076803aa25f6254bb3dba4574011e,SPC-000324,7.379598343258721,0.0014278914802475012,0.0040000000000000036,0.38825007421138086,0.4285714285714286,0.44178620879119396,0.675532269684961
05b13cfcd4ee4ba848e157701ff26e561d35709f,SPC-001382,7.37358639913332,0.0019038553069966682,0.01200000000000001,0.3596601469036686,0.8571428571428572,0.8834115485814877,0.7592577189176518
05c48b154abac7c69f5927b1b35945a9bed9c499,SPC-001630,7.505571510365929,0.0019038553069966682,0.03499999999999992,0.44594107871824035,0.2857142857142857,0.3040562957726514,0.7120097546049787
05cd8c33ff706ffdc91b0f6c122714979b0c84f5,SPC-000887,7.1814472589416205,0.0019038553069966682,0.19599999999999995,0.5293966695880185,0.5714285714285714,0.5998516291257784,0.7126809733507228
05e41d4877f1783293ff3d1c3dae105788dc773c,SPC-001193,7.230427709666441,0.0014278914802475012,0.016999999999999904,0.3607515919428783,0.7142857142857143,0.7228870374036036,0.6783444635608514
05e8085449add4d52ad0cf62cfa9cbff6498b2e7,SPC-001393,7.404219324000847,0.002379819133745835,0.04400000000000004,0.5037023272768566,0.8571428571428572,0.8915389902335482,0.8090682289400261
0655ce5d8171e86702405095cf1530191524817c,SPC-000229,7.244518898381624,0.0014278914802475012,0.03499999999999992,0.27551103720139336,0.0,0.004882871926611361,0.5206512163265443
065a9a85943346da630b959092bb4ef500436ba3,SPC-000908,7.360824317762178,0.0014278914802475012,0.1120000000000001,0.41731609023659466,0.5714285714285714,0.6024327398454706,0.7329760273538924
0663af4051bec66e27f65e684290bcce715ac652,SPC-000167,7.199298023863282,0.0014278914802475012,0.004999999999999893,0.443370043159543,0.0,0.0006975531323730383,0.5313872558422891
0675107e8e1b74efe435fde7e0844009c5bbaa93,SPC-000081,7.250590605769597,0.0014278914802475012,0.010000000000000009,0.2774953441188552,0.0,0.0013951062647461075,0.516744298963461
06768c2edcaa03f82c99387ac504eb595fc88844,SPC-001451,7.316243406302818,0.0014278914802475012,0.014999999999999902,0.29450879542189184,0.8571428571428572,0.8769729745863009,0.7253551901573709
067719406178a1c883737d953c2c4095c7ce7cb0,SPC-001655,7.306105110132495,0.0014278914802475012,0.08099999999999996,0.3079224100861249,0.2857142857142857,0.3025230181741401,0.6219703709209637
0698906b83ed6ff1bf34d9a69b001efd0ac0f90b,SPC-001269,7.159298055116249,0.0028557829604950024,0.30000000000000004,0.3525744908374792,0.7142857142857143,0.7552804427907612,0.7246853598974782
069b38dfa5f6e260f5b0337881fb44e40a54fe5f,SPC-001768,6.670474682024931,0.0014278914802475012,0.21900000000000008,0.7364599759225032,0.2857142857142857,0.29643914199003324,0.5148005138918079
06a6f087479a6b6605127811688ba8e5f1085980,SPC-001442,7.346989030603124,0.0014278914802475012,0.014000000000000012,0.3108499352269341,0.8571428571428572,0.8805100422233881,0.7397955306684402
06bd29cc9b608d646a2474f2d1eeb6859315f21e,SPC-000221,7.318216192288705,0.0014278914802475012,0.004999999999999893,0.26584498376433363,0.0,0.0006975531323730383,0.5377970733225603
06d6d4e43abbcd444da45d7df765c57d974d2509,SPC-001334,6.685614420334753,0.0014278914802475012,0.05600000000000005,0.445425561388643,0.7142857142857143,0.674037063760144,0.5064756764284835
06dcffa1397f3d1dfe4b199721d5ab92080730ff,SPC-001436,7.422936579398038,0.0019038553069966682,0.014999999999999902,0.3527991201167703,0.8571428571428572,0.8897314015169393,0.7767069828075832
06de834def64a1b9ca3a759f99dbdb6f7a7051ce,SPC-000460,7.3355819562646065,0.0009519276534983341,0.008999999999999897,0.3121324910248358,0.4285714285714286,0.439852010327268,0.6447433622827901
06e5353a834b05b647efc9a5eaccfd86b48ca87c,SPC-001299,6.85263936578697,0.0009519276534983341,0.0029999999999998916,0.43949594587319996,0.7142857142857143,0.6832871111119373,0.5526107566941258
06eac19e2682b7c21312c25dbc75ac70975febc3,SPC-001114,7.074544460814414,0.0009519276534983341,0.014000000000000012,0.26445640160110206,0.1428571428571429,0.14294945302074535,0.4804291150688605
070f33dbfa0ea2393a835c371cbf67595790b1a3,SPC-000898,7.38654010122664,0.0019038553069966682,0.07099999999999995,0.5248230620388065,0.5714285714285714,0.5987628756236758,0.7541996597272163
07516e43e000635c0f14b29e2f0c8c165169ea8c,SPC-001449,7.322527986010587,0.0014278914802475012,0.05400000000000005,0.37379541181784826,0.8571428571428572,0.8831654024349483,0.7544963293775134
07914d17a33be2e7b449addf935cf37672b88f23,SPC-000567,6.898255560566561,0.0014278914802475012,0.05499999999999994,0.48802480996785297,0.7142857142857143,0.6950873379108231,0.5931377044989842
07bf2c81e3ac6288745f09bed1c3e6ce678b0976,SPC-001498,7.41892266897209,0.0019038553069966682,0.02200000000000002,0.35483929380812046,0.8571428571428572,0.8902279903381444,0.7774962868004545
07c8a27b8a991e10f12c00603ef835bc581f74dc,SPC-001139,7.285537111773541,0.0009519276534983341,0.0,0.4401952975099967,0.1428571428571429,0.14520140666679318,0.5909861214490438
07ddfbabd48ec28dc94f2f0218c799a99ff5b425,SPC-000489,6.990763028617836,0.0014278914802475012,0.0009999999999998899,0.3734606605384035,0.7142857142857143,0.696772174667918,0.5889088734346956
0811de89d690060c35a9e9160d7ad9a3e5eadef9,SPC-000576,7.440877236168199,0.0028557829604950024,0.17900000000000005,0.4358543917502008,0.7142857142857143,0.7664591483807373,0.8137204837717223
083185cab45e61249172e81465c8954e2ef3a1f1,SPC-001261,7.259787679890257,0.002379819133745835,0.07200000000000006,0.39431994127877645,0.7142857142857143,0.7334858560305647,0.710559052465157
08664c149775a1d460cec9883edab098997947e5,SPC-001265,7.262398289087474,0.002379819133745835,0.030999999999999917,0.4016720156952491,0.7142857142857143,0.7280260687198086,0.7023157656451839
086c4e3b30c0aea5e0be271d39ed637db21bc693,SPC-000121,6.635897479697959,0.03426939552594003,1.0,0.11497130821436073,0.0,0.13951062647461063,0.5165898251481519
088e93224622f42d4c5a1112a962096e2abe01e3,SPC-000848,6.625293021061372,0.00047596382674916705,0.008999999999999897,0.4774727120801421,0.5714285714285714,0.5294263270360644,0.44881104063471156
08d43091d99c6eee44cbcf7ca6ea4a06bf19b4ed,SPC-001457,7.522680430741591,0.0014278914802475012,0.05699999999999994,0.35965923290954216,0.8571428571428572,0.9075182711328128,0.8257340332609338
08df7453ab0faad289b2f50466eccff21b4641fa,SPC-001533,7.202955293060268,0.002379819133745835,0.1200000000000001,0.5125884739996294,0.8571428571428572,0.8780745369513395,0.7570200464537663
08e5a860353a3b8e9340f6ef0b0dde51cd793231,SPC-000629,7.061781374989753,0.0028557829604950024,0.04299999999999993,0.4814408820864829,0.7142857142857143,0.7097086309752352,0.6485939934895478
08f98a3ff5593ba40f13021d7b6f9e96d103860a,SPC-001480,6.862123404257369,0.03284150404569253,0.8859999999999999,0.49382748903747425,0.8571428571428572,0.9441828165485336,0.8287613284722605
09185de91ad3947560fb11efe287e5c2ca99617a,SPC-000507,7.384103672533238,0.0014278914802475012,0.30099999999999993,0.8349179949836798,0.7142857142857143,0.7778219337892758,0.908501982477538
093e52a90d4dd6e3f71438ece1fc4be0b58606f0,SPC-000240,6.895889519942261,0.028081865778200855,0.708,0.49346547047758316,0.0,0.09877352354402431,0.6147815317457844
0963b39322bad1c236b9650dbc392531a6df3103,SPC-000859,7.3842394217584655,0.0014278914802475012,0.006999999999999895,0.400931856714812,0.5714285714285714,0.589650784538488,0.7106209506116755
0964e094a97da002adbbedf052de6b5eb4605a12,SPC-000811,7.331027844020478,0.0019038553069966682,0.04299999999999993,0.37742385987389865,0.5714285714285714,0.5904311210653288,0.6956079353523312
097a0f4e342953ad71b43c5aea031e3e2915cdac,SPC-001577,6.798467203751706,0.0028557829604950024,0.4830000000000001,0.3897194823583358,0.1428571428571429,0.20287769239616482,0.5282962657182639
09c7a143fc1610fbc7cd1343e60505613fa501ac,SPC-001317,7.19155231876087,0.0014278914802475012,0.02200000000000002,0.35658807431181494,0.7142857142857143,0.7197106404362041,0.664522543243881
09e6bd371918eb101c8be03d67be7c00a29ff466,SPC-000759,7.264965142749521,0.0028557829604950024,0.19799999999999995,0.3861736528916038,0.5714285714285714,0.6067887259740841,0.7138197685339448
0a10f32491f983f3310f623f1799f446ec0cbbff,SPC-000376,7.324164286230658,0.0014278914802475012,0.008000000000000007,0.442907719426461,0.4285714285714286,0.4390298341439435,0.6677034395456454
0a227a90261fed57cdce25144a7fd5a27e0ad279,SPC-001653,6.723665244956469,0.0014278914802475012,0.08099999999999996,0.4597966846578288,0.2857142857142857,0.279306860895713,0.44016751678864335
0a2cba30f40eabe75ebe2e07d083d8a341ed672b,SPC-000668,6.8447357189447136,0.0009519276534983341,0.16399999999999992,0.46948211927411276,0.5714285714285714,0.5685445245721912,0.5682356653351339
0a39f1097020e30173d74b5a8f5f6872b0210eec,SPC-001709,6.900055310545422,0.0019038553069966682,0.486,0.5711918506510154,0.2857142857142857,0.3428396042048481,0.6343223590123154
0a5e19dfbd144f8815bb5b3522d4805a0662e647,SPC-000781,7.36842485884325,0.0014278914802475012,0.10400000000000009,0.5420649053485584,0.5714285714285714,0.6019225726895402,0.7598147790945184
0a7d6c2bbcaa98aa5762a7b381bc9e6c57ae4035,SPC-000644,7.448725488767325,0.0019038553069966682,0.040999999999999925,0.41397012433390806,0.7142857142857143,0.7479887638106946,0.7758569552562301
0aa03a47e6f2e8e07837dce7761297d2b4d6941b,SPC-001561,7.275380836919444,0.0009519276534983341,0.05699999999999994,0.6275690605146191,0.1428571428571429,0.1529510969090541,0.6414674407765324
0aa51857b5156e5997db31ec11eada17b4ae2d3e,SPC-000457,6.66006271268499,0.0009519276534983341,0.04699999999999993,0.5321445667077767,0.4285714285714286,0.4047639371901115,0.45303685178826036
0ab6b9d73161ff8ea921c2c34c29e34360a52d83,SPC-001002,7.381859109611812,0.0019038553069966682,0.04600000000000004,0.3184472580685866,0.2857142857142857,0.30065971422619076,0.6427925749309974
0ad47c0965ee482fea9278c61c3c792a6cf2521b,SPC-000024,7.170196931279138,0.0009519276534983341,0.014999999999999902,0.42478368930163746,0.0,0.002092659397119146,0.5194374883071184
0aee05042b46d77d68fc5239bd5a2dbd130d4671,SPC-001646,7.462002672863883,0.02427415516420752,0.653,0.34768792264847476,0.2857142857142857,0.38853720127262337,0.8373486094504011
0afc47272032d243fe6daa605f15fb673a8f36cc,SPC-000708,7.442929998707676,0.0014278914802475012,0.030999999999999917,0.41470711346193,0.5714285714285714,0.5976778733786446,0.7413234008086902
0b12bf4b972c7d5a6484218ecef6ddeae60523cd,SPC-001778,7.38981046399976,0.0014278914802475012,0.2270000000000001,0.40310245401767797,0.2857142857142857,0.3262280800272337,0.710873647310669
0b2188b843a7ebe0f3d25bd657652e863276a580,SPC-000938,7.111734745239442,0.0009519276534983341,0.01200000000000001,0.32627486320422383,0.5714285714285714,0.5686241673060439,0.5963301665498655
0b2fef66f964796a2c62e7a087d4bdd61e346cae,SPC-000703,7.212171305514653,0.0014278914802475012,0.03400000000000003,0.3185270413086931,0.5714285714285714,0.5797002396284565,0.6373096229694369
0b37927e46866ead421a44eace04f0b4c3e6cdd6,SPC-000839,6.969090243248095,0.00047596382674916705,0.03600000000000003,0.32728573335029526,0.5714285714285714,0.5606007515780221,0.5505088583235601
0b3aca65ddb848169bfecaaa0b9268f6adbe2e74,SPC-001518,7.380501006205119,0.0019038553069966682,0.018999999999999906,0.36933655162048906,0.8571428571428572,0.8852149753934493,0.7656560571759025
0b56f403fd133b65d37765377039531c7a170cb8,SPC-001738,7.15615114451122,0.0019038553069966682,0.1080000000000001,0.4078965047933291,0.2857142857142857,0.30031261317861857,0.5949963073688945
0b62155ae5d23bcef890f445a05b0139354a2a82,SPC-000315,7.532697166807286,0.0009519276534983341,0.030999999999999917,0.519887809731589,0.4285714285714286,0.4547068154713454,0.7663525687416325
0bc26d8f8e604616fb20ce468739dedee845522b,SPC-000814,7.171524770328098,0.0028557829604950024,0.04800000000000004,0.4397773184949105,0.5714285714285714,0.5784130320631591,0.6514822793470368
0be4b32cc7b0960857db5db0379f499f0e833502,SPC-000982,7.246986545507947,0.0019038553069966682,0.040999999999999925,0.32815777298788623,0.2857142857142857,0.294586116547427,0.5940475111794686
0c0f6bea98fed18c4f9fd1b1d599de6a28005f09,SPC-001484,6.593128078356505,0.0009519276534983341,0.0029999999999998916,0.3419209560489082,0.8571428571428572,0.7888283278555911,0.46691468319181845
0c16b2d5a10885f8e2df74cfa73424c066de260f,SPC-000390,7.094929178471761,0.002379819133745835,0.07800000000000007,0.4777775247503576,0.4285714285714286,0.4350895493571296,0.6092697547407647
0c1c79bfe085292858abb4b2c3352ba4dc8bf757,SPC-000200,7.295904462432343,0.0014278914802475012,0.026000000000000023,0.3616772000170492,0.0,0.0036272762883398798,0.5552012531247639
0c58ea19906a086da885106ce4931f184cd826b2,SPC-000834,6.723450593030378,0.03426939552594003,1.0,0.13998155819109692,0.5714285714285714,0.6755065146487593,0.6737150834758372
0c6d7c5bfb1efa3500bc0360de414acbf1678bca,SPC-001070,7.334434446810659,0.036173250832936696,0.8660000000000001,0.4241379392799894,0.1428571428571429,0.2669921374572299,0.8324437379018854
0c88d4b129266d0c710374c5d584d5cf4edab0cc,SPC-000782,7.341464323399183,0.0009519276534983341,0.07800000000000007,0.33729745053620824,0.5714285714285714,0.5961459928641187,0.7001954588229914
0c898fac4ab64aa0642e83ef8a97a0b8eac1d506,SPC-000977,6.554759142275715,0.0014278914802475012,0.02400000000000002,0.6165066159077397,0.2857142857142857,0.2646221277008382,0.3961259449147104
0c9642a38aef595c8fc5336d2c10a795df401bde,SPC-001586,6.70283511286492,0.03664921465968586,1.0,0.17562893366143106,0.1428571428571429,0.2730987301534396,0.5837980465073431
0cd6c49d43d6c11c8c9f1cf1ae5ff40b9eaff264,SPC-001715,6.892560007041619,0.0019038553069966682,0.02400000000000002,0.6034925305956407,0.2857142857142857,0.2780869306343115,0.5173013899916665
0ce54f1942eecf0d001c1cf36fd937c690c96534,SPC-001429,6.794361618473452,0.002379819133745835,0.04600000000000004,0.509496072369134,0.8571428571428572,0.8188908995792157,0.5871147476349102
0d09af834f782b78ebc52277fb79e14f1579bec9,SPC-001570,7.342268950287814,0.0009519276534983341,0.359,0.31586571210107817,0.1428571428571429,0.19641639219006166,0.6797922958282596
0d1405cf46d7f09fc49471c850480b67b26becba,SPC-001710,6.607938913207707,0.0014278914802475012,0.03699999999999992,0.5725341799002557,0.2857142857142857,0.2685555210331505,0.4098214181965313
0d2803927b7324f72689dcd2a6bf2f1ee49711dd,SPC-000988,7.157623994711548,0.0009519276534983341,0.03499999999999992,0.6031031864541987,0.2857142857142857,0.2901870455185865,0.6173254713022537
0d31511914657b9a69191a6eab70fbebcb2d73b8,SPC-000825,6.93115560373345,0.03569728700618753,0.9970000000000001,0.35881592321183364,0.5714285714285714,0.6916463005779648,0.7949808028632548
0d40fe75bd223738c3f8669df77ee96f888d4c3b,SPC-000831,6.754187061649307,0.033793431699190864,1.0,0.2256641154592883,0.5714285714285714,0.6779568369302703,0.7029477631237917
0e025421fa61c7e814ae8628fb38cbe0fbaf1c54,SPC-001489,6.95260396482207,0.0009519276534983341,0.0020000000000000018,0.35804568533939435,0.8571428571428572,0.8316751367633967,0.601885775874535
0e04ff0d2473fd9ab3a9559fe149d8477449aecb,SPC-000777,6.601619424317539,0.0009519276534983341,0.030000000000000027,0.5261038680383731,0.5714285714285714,0.5304687825848087,0.455822530664736
0e2bb79baeccc206e78c319289e96e13f06b4f66,SPC-000441,7.264704378501914,0.0014278914802475012,0.020000000000000018,0.4196182730037032,0.4285714285714286,0.4371488378141989,0.6441564971225217
0e2f6bce0d1c440f3799b6246caca5d1b9b782d1,SPC-000530,6.727902646019929,0.0014278914802475012,0.09899999999999998,0.46646019511177145,0.7142857142857143,0.6842500613112943,0.537661300983896
0e3836d07c5cbb9940484e64cf545d266ea5801c,SPC-001568,7.027330948162685,0.0014278914802475012,0.361,0.3828721776182523,0.1428571428571429,0.19041867087484818,0.5788433911399613
0e58a3d5737e39d006b0687656ceab32d1909231,SPC-000510,7.221998821242151,0.0014278914802475012,0.21500000000000008,0.5609274281478773,0.7142857142857143,0.7496701989423212,0.7690839852091923
0e5a5c056c21ef5bf6df58b9f7b646cdd4691eb6,SPC-000996,7.069807028231636,0.0014278914802475012,0.020999999999999908,0.37298095672617565,0.2857142857142857,0.28473349674545273,0.5332140878523277
0e6a4cd05e165c58621f20e092ad103a393f4deb,SPC-001727,6.894753102661601,0.00047596382674916705,0.10299999999999998,0.28854931351106455,0.2857142857142857,0.2891956873097664,0.4727925124928155
0e7bf060f2d2f10b10e11cf22b630a05a7669a76,SPC-001222,7.128782132675694,0.0019038553069966682,0.006999999999999895,0.3944487681850107,0.7142857142857143,0.7113629039071772,0.6455043794044529
0e808f5e811035e08d8db5221d879358ecffd0ce,SPC-000332,7.21952545420791,0.0014278914802475012,0.10699999999999998,0.7793427988639792,0.4285714285714286,0.446585002303902,0.7257756735271302
0ea85188506d2d943eca958d540a95fba82b10d8,SPC-000793,5.714139850841391,0.00047596382674916705,0.07600000000000007,0.6535540938415598,0.5714285714285714,0.46613608210031077,0.16906570161144002
0ed3073fb8e883e4201f16c6af792d1b23db6c34,SPC-000962,7.135134653541659,0.0014278914802475012,0.030000000000000027,0.24223381282273984,0.5714285714285714,0.5730008076492673,0.5920143256809431
0f0b8e605fefc1a6c0f1367b7b62e257070f1789,SPC-001729,5.950221065882215,0.0009519276534983341,0.05899999999999994,0.5865660761095236,0.2857142857142857,0.24540800369447435,0.17727974207855782
0fb050e321e153e3d70282d3ad15657d8c7b444f,SPC-000381,7.13293041861506,0.0014278914802475012,0.014000000000000012,0.3519669561336626,0.4285714285714286,0.4284329736138418,0.5800712348792825
0fc3cf7290847c65f818ce2445964f6ac83e7061,SPC-001085,7.37978749363061,0.0028557829604950024,0.45399999999999996,0.3289495205823066,0.1428571428571429,0.2104176496317451,0.7211857259852994
0fdd714a1d180d1b8beef9208787b1453bf4451c,SPC-001082,6.811890111234,0.03569728700618753,1.0,0.1550294618406803,0.1428571428571429,0.27527220603096214,0.6194811345981781
0fe3fe418748a0b01922f9cb588e25b7eb049ee0,SPC-000686,7.20109048513364,0.0014278914802475012,0.04400000000000004,0.3089336874706673,0.5714285714285714,0.5802119789256553,0.6338544726740186
0ff0aecb86467f519125901823199c1191ba8319,SPC-000004,6.734648208992105,0.03236554021894336,1.0,0.12680792724105958,0.0,0.13951062647461063,0.5552918581740877
1019421e9103a753c3dd1a4836905ed408490b57,SPC-000985,6.656944130760584,0.0014278914802475012,0.06699999999999995,0.4320117570282817,0.2857142857142857,0.274694196570625,0.40620309665412146
101ec1af3ec0b2e533f99bcd411b40f10d65675c,SPC-000523,7.463080189125016,0.0019038553069966682,0.486,0.3595711791264072,0.7142857142857143,0.8115014449060083,0.8863082717416321
1034f386716987d8d4bed643c0690ba6a264f973,SPC-000049,7.322490699344478,0.0019038553069966682,0.018000000000000016,0.3640440044049274,0.0,0.0025111912765429937,0.5633530217262642
103d8a38d497ee0ba21ea715944bed5b43646096,SPC-000276,7.12477449751998,0.002379819133745835,0.2230000000000001,0.5819857784443229,0.0,0.03111086970383818,0.5902208358423078
10453560cbfc6faa0af3e1a94d66e43675021c62,SPC-000001,6.8616696921808495,0.0019038553069966682,0.06800000000000006,0.28592568978588484,0.0,0.009486722600273532,0.39105334863329183
10601feb6df0963b2066898ef113f52bf7e3bd56,SPC-000632,7.161908187124151,0.0019038553069966682,0.14300000000000002,0.572445420620298,0.7142857142857143,0.7336373752568216,0.7305935978916985
1060a174fa34cfb2c5e8b796ec54d49d3a7d35fc,SPC-001496,7.441553394559976,0.002379819133745835,0.02299999999999991,0.3734434224087239,0.8571428571428572,0.8930736952826254,0.7899584401746738
10c90e39ec199dfb2533ce18226904473bd88919,SPC-000909,7.058260941827086,0.0019038553069966682,0.08499999999999996,0.3288224653497564,0.5714285714285714,0.5745454922878116,0.5963759520518331
10e5377c301dcce7f0dc12f83e8f60f898bfe2b1,SPC-001649,5.934059746823116,0.0009519276534983341,0.04400000000000004,0.5325721214267691,0.2857142857142857,0.2426711512269006,0.156105014765673
10fed5f398563d1d43db332358dd50aed4077f7d,SPC-000164,6.515845098533906,0.0014278914802475012,0.018999999999999906,0.635509782114037,0.0,0.0026507019030175888,0.3246408971747415
1101c3e1af4d658a6994623c232f8ab21fed3abc,SPC-001024,7.295906070779743,0.0014278914802475012,0.040000000000000036,0.30851888432470054,0.2857142857142857,0.2963965469545264,0.6076126401997578
