GSUID,spectrum_id,entropy,peak_count,fractal_dimension,spectral_variance
06bd29cc9b608d646a2474f2d1eeb6859315f21e,SPC-000221,7.318216192288705,3,1.005,14.824994653028481
06d6d4e43abbcd444da45d7df765c57d974d2509,SPC-001334,6.685614420334753,3,1.056,2.473087736256524
06dcffa1397f3d1dfe4b199721d5ab92080730ff,SPC-001436,7.422936579398038,4,1.015,5.261840737173159
06de834def64a1b9ca3a759f99dbdb6f7a7051ce,SPC-000460,7.3355819562646065,2,1.009,8.059081387950943
06e5353a834b05b647efc9a5eaccfd86b48ca87c,SPC-001299,6.85263936578697,2,1.003,2.5798963379828845
06eac19e2682b7c21312c25dbc75ac70975febc3,SPC-001114,7.074544460814414,2,1.014,15.140661181105285
070f33dbfa0ea2393a835c371cbf67595790b1a3,SPC-000898,7.3865401012266405,4,1.071,1.4729309657733285
07516e43e000635c0f14b29e2f0c8c165169ea8c,SPC-001449,7.322527986010587,3,1.054,4.340184653196419
07914d17a33be2e7b449addf935cf37672b88f23,SPC-000567,6.898255560566561,3,1.055,1.8550123037299449
07bf2c81e3ac6288745f09bed1c3e6ce678b0976,SPC-001498,7.41892266897209,4,1.022,5.160618503617988
07c8a27b8a991e10f12c00603ef835bc581f74dc,SPC-001139,7.285537111773541,2,1.0,2.5669787613301795
07ddfbabd48ec28dc94f2f0218c799a99ff5b425,SPC-000489,6.990763028617836,3,1.001,4.353005612122834
0811de89d690060c35a9e9160d7ad9a3e5eadef9,SPC-000576,7.440877236168199,6,1.179,2.648602471430528
083185cab45e61249172e81465c8954e2ef3a1f1,SPC-001261,7.259787679890257,5,1.072,3.6460237162165385
08664c149775a1d460cec9883edab098997947e5,SPC-001265,7.262398289087474,5,1.031,3.435291771090664
086c4e3b30c0aea5e0be271d39ed637db21bc693,SPC-000121,6.635897479697959,72,2.0,2202.5439431796594
088e93224622f42d4c5a1112a962096e2abe01e3,SPC-000848,6.625293021061372,1,1.009,1.9872717871892769
08d43091d99c6eee44cbcf7ca6ea4a06bf19b4ed,SPC-001457,7.522680430741591,3,1.057,4.932286050666578
08df7453ab0faad289b2f50466eccff21b4641fa,SPC-001533,7.202955293060268,5,1.12,1.5879931428191447
08e5a860353a3b8e9340f6ef0b0dde51cd793231,SPC-000629,7.061781374989753,6,1.043,1.9361471292123218
08f98a3ff5593ba40f13021d7b6f9e96d103860a,SPC-001480,6.862123404257369,69,1.886,1.7870917057002955
09185de91ad3947560fb11efe287e5c2ca99617a,SPC-000507,7.384103672533238,3,1.301,0.21862407907560202
093e52a90d4dd6e3f71438ece1fc4be0b58606f0,SPC-000240,6.895889519942261,59,1.708,1.7912352567756267
0963b39322bad1c236b9650dbc392531a6df3103,SPC-000859,7.3842394217584655,3,1.007,3.4557234222097852
0964e094a97da002adbbedf052de6b5eb4605a12,SPC-000811,7.331027844020478,4,1.043,4.204590494395011
097a0f4e342953ad71b43c5aea031e3e2915cdac,SPC-001577,6.798467203751706,6,1.483,3.7872119666036115
09c7a143fc1610fbc7cd1343e60505613fa501ac,SPC-001317,7.19155231876087,3,1.022,5.0760588138244715
09e6bd371918eb101c8be03d67be7c00a29ff466,SPC-000759,7.264965142749521,6,1.198,3.90133987827842
0a10f32491f983f3310f623f1799f446ec0cbbff,SPC-000376,7.324164286230658,3,1.008,2.517697523579976
0a227a90261fed57cdce25144a7fd5a27e0ad279,SPC-001653,6.723665244956469,3,1.081,2.2377359863430595
0a2cba30f40eabe75ebe2e07d083d8a341ed672b,SPC-000668,6.8447357189447136,2,1.164,2.0956768482066312
0a39f1097020e30173d74b5a8f5f6872b0210eec,SPC-001709,6.900055310545422,4,1.486,1.1185359443501495
0a5e19dfbd144f8815bb5b3522d4805a0662e647,SPC-000781,7.36842485884325,3,1.104,1.3275065231133332
0a7d6c2bbcaa98aa5762a7b381bc9e6c57ae4035,SPC-000644,7.448725488767325,4,1.041,3.1190940879359235
0aa03a47e6f2e8e07837dce7761297d2b4d6941b,SPC-001561,7.275380836919444,2,1.057,0.8102231560426237
0aa51857b5156e5997db31ec11eada17b4ae2d3e,SPC-000457,6.66006271268499,2,1.047,1.4089442808325296
0ab6b9d73161ff8ea921c2c34c29e34360a52d83,SPC-001002,7.381859109611812,4,1.046,7.501455909496769
0ad47c0965ee482fea9278c61c3c792a6cf2521b,SPC-000024,7.170196931279138,2,1.015,2.8734258739004432
0aee05042b46d77d68fc5239bd5a2dbd130d4671,SPC-001646,7.462002672863883,51,1.653,5.528273205851545
0afc47272032d243fe6daa605f15fb673a8f36cc,SPC-000708,7.442929998707676,3,1.031,3.101449137157093
0b12bf4b972c7d5a6484218ecef6ddeae60523cd,SPC-001778,7.38981046399976,3,1.227,3.3962807481898682
0b2188b843a7ebe0f3d25bd657652e863276a580,SPC-000938,7.111734745239442,2,1.012,6.884513558042392
0b2fef66f964796a2c62e7a087d4bdd61e346cae,SPC-000703,7.212171305514653,3,1.034,7.49477169514674
0b37927e46866ead421a44eace04f0b4c3e6cdd6,SPC-000839,6.969090243248095,1,1.036,6.810227792359106
0b3aca65ddb848169bfecaaa0b9268f6adbe2e74,SPC-001518,7.380501006205119,4,1.019,4.515474209386559
0b56f403fd133b65d37765377039531c7a170cb8,SPC-001738,7.15615114451122,4,1.108,3.2699506814730737
0b62155ae5d23bcef890f445a05b0139354a2a82,SPC-000315,7.532697166807286,2,1.031,1.5180679411615436
0bc26d8f8e604616fb20ce468739dedee845522b,SPC-000814,7.171524770328098,6,1.048,2.5746886073916873
0be4b32cc7b0960857db5db0379f499f0e833502,SPC-000982,7.246986545507947,4,1.041,6.747069812034101
0c0f6bea98fed18c4f9fd1b1d599de6a28005f09,SPC-001484,6.593128078356505,2,1.003,5.852767338259234
0c16b2d5a10885f8e2df74cfa73424c066de260f,SPC-000390,7.094929178471761,5,1.078,1.9832829770154108
0c1c79bfe085292858abb4b2c3352ba4dc8bf757,SPC-000200,7.295904462432343,3,1.026,4.8409673916625335
0c58ea19906a086da885106ce4931f184cd826b2,SPC-000834,6.723450593030378,72,2.0,464.8194792242346
0c6d7c5bfb1efa3500bc0360de414acbf1678bca,SPC-001070,7.334434446810659,76,1.866,2.8873338280676597
0c88d4b129266d0c710374c5d584d5cf4edab0cc,SPC-000782,7.341464323399183,2,1.078,6.133073752202744
0c898fac4ab64aa0642e83ef8a97a0b8eac1d506,SPC-000977,6.554759142275715,3,1.024,0.8627289864018557
0c9642a38aef595c8fc5336d2c10a795df401bde,SPC-001586,6.70283511286492,77,2.0,108.27008344980524
0cd6c49d43d6c11c8c9f1cf1ae5ff40b9eaff264,SPC-001715,6.892560007041619,4,1.024,0.9290378149700124
0ce54f1942eecf0d001c1cf36fd937c690c96534,SPC-001429,6.794361618473452,5,1.046,1.6188195636378298
0d09af834f782b78ebc52277fb79e14f1579bec9,SPC-001570,7.342268950287814,2,1.359,7.722469080607993
0d1405cf46d7f09fc49471c850480b67b26becba,SPC-001710,6.607938913207707,3,1.037,1.1098579280523488
0d2803927b7324f72689dcd2a6bf2f1ee49711dd,SPC-000988,7.157623994711548,2,1.035,0.9311024494245326
0d31511914657b9a69191a6eab70fbebcb2d73b8,SPC-000825,6.93115560373345,75,1.997,4.971178564741247
0d40fe75bd223738c3f8669df77ee96f888d4c3b,SPC-000831,6.754187061649307,71,2.0,29.91880951309103
0e025421fa61c7e814ae8628fb38cbe0fbaf1c54,SPC-001489,6.95260396482207,2,1.002,5.007085414145165
0e04ff0d2473fd9ab3a9559fe149d8477449aecb,SPC-000777,6.601619424317539,2,1.03,1.461486275531218
0e2bb79baeccc206e78c319289e96e13f06b4f66,SPC-000441,7.264704378501914,3,1.02,2.9873160475494536
0e2f6bce0d1c440f3799b6246caca5d1b9b782d1,SPC-000530,6.727902646019929,3,1.099,2.138690410432781
0e3836d07c5cbb9940484e64cf545d266ea5801c,SPC-001568,7.027330948162685,3,1.361,4.012013506712747
0e58a3d5737e39d006b0687656ceab32d1909231,SPC-000510,7.221998821242151,3,1.215,1.1875054161466623
0e5a5c056c21ef5bf6df58b9f7b646cdd4691eb6,SPC-000996,7.069807028231636,3,1.021,4.3714722308089495
0e6a4cd05e165c58621f20e092ad103a393f4deb,SPC-001727,6.894753102661601,1,1.103,10.770685095583653
0e7bf060f2d2f10b10e11cf22b630a05a7669a76,SPC-001222,7.128782132675694,4,1.007,3.6421771889710777
0e808f5e811035e08d8db5221d879358ecffd0ce,SPC-000332,7.21952545420791,3,1.107,0.32728088910614617
0ea85188506d2d943eca958d540a95fba82b10d8,SPC-000793,5.714139850841391,1,1.076,0.6990941016582354
0ed3073fb8e883e4201f16c6af792d1b23db6c34,SPC-000962,7.135134653541659,3,1.03,21.833821273168873
0f0b8e605fefc1a6c0f1367b7b62e257070f1789,SPC-001729,5.950221065882215,2,1.059,1.023518378930729
0fb050e321e153e3d70282d3ad15657d8c7b444f,SPC-000381,7.13293041861506,3,1.014,5.3039461177571
0fc3cf7290847c65f818ce2445964f6ac83e7061,SPC-001085,7.3797874936306105,6,1.454,6.690456239694887
0fdd714a1d180d1b8beef9208787b1453bf4451c,SPC-001082,6.811890111234,75,2.0,231.84822278934686
0fe3fe418748a0b01922f9cb588e25b7eb049ee0,SPC-000686,7.20109048513364,3,1.044,8.364637376264618
0ff0aecb86467f519125901823199c1191ba8319,SPC-000004,6.734648208992105,68,2.0,977.4232236625262
1019421e9103a753c3dd1a4836905ed408490b57,SPC-000985,6.656944130760584,3,1.067,2.723826683988984
101ec1af3ec0b2e533f99bcd411b40f10d65675c,SPC-000523,7.463080189125016,4,1.486,4.936326613605601
1034f386716987d8d4bed643c0690ba6a264f973,SPC-000049,7.322490699344478,4,1.018,4.736909603008241
103d8a38d497ee0ba21ea715944bed5b43646096,SPC-000276,7.12477449751998,5,1.223,1.0508514433072007
10453560cbfc6faa0af3e1a94d66e43675021c62,SPC-000001,6.8616696921808495,4,1.068,11.151009039564068
10601feb6df0963b2066898ef113f52bf7e3bd56,SPC-000632,7.161908187124151,4,1.143,1.110429393908017
1060a174fa34cfb2c5e8b796ec54d49d3a7d35fc,SPC-001496,7.4415533945599766,5,1.023,4.353667287550186
10c90e39ec199dfb2533ce18226904473bd88919,SPC-000909,7.058260941827086,4,1.085,6.6994950030208935
10e5377c301dcce7f0dc12f83e8f60f898bfe2b1,SPC-001649,5.934059746823116,2,1.044,1.405312807630281
10fed5f398563d1d43db332358dd50aed4077f7d,SPC-000164,6.515845098533906,3,1.019,0.7745376348366435
1101c3e1af4d658a6994623c232f8ab21fed3abc,SPC-001024,7.295906070779743,3,1.04,8.40548166775943
1124de931ca7ef4370a4435af85e941c0cd823a9,SPC-001058,7.192525418108672,3,1.229,4.346852296833958
112a3fb17121e5b27c0ce912798276194978078b,SPC-001801,6.01306869710373,2,1.019,1.8424972646666002
11b6b537867aa52efe43ce89f582dba62fc2c783,SPC-000952,7.277747939662754,3,1.178,4.2681982298595855
11bc17f1592c0b2d5be7d52498359a7d6c16cba7,SPC-000243,6.869092379112808,4,1.029,12.786797293480532
11e0d32be193ecdac2f0da55e908fce7954982fd,SPC-000736,7.311167686517557,3,1.078,4.702819849457226
12168ef4ba98442fa519c298a316c95300e4904c,SPC-001030,7.088892971011221,3,1.021,1.2062827167686576
123a10a9d8cf5e11ba56ad570fb520380e7ebe2d,SPC-001445,7.04778298492288,2,1.019,5.9046733697302045
1247ffdbdfd4892443f79511c029e00c3299702b,SPC-000813,7.358203196667322,3,1.014,11.056089099621278
12655c8cd7a6621fd949fa7bce2ff00a1d55205e,SPC-001634,7.429298534659043,6,1.041,2.217960505464043
126dfc38b9dbb5beeb81e8d954831603a2dbd7cc,SPC-001415,7.261119916599767,2,1.011,3.303570355159111
1299fd5df5adbc8d0d8a391acde3ba9b20a2f3ef,SPC-001095,6.680439036000584,74,1.998,1173.3100554843734
12a4efaa31a2eabdf3ffd75c519cee08b07de6cc,SPC-000619,7.388630663522244,5,1.093,3.461361941009833
12a712741401bfcc2caf4548c60c5c75c1ccfcee,SPC-000357,7.4614995471415835,4,1.016,5.883823197002676
12e4313cd2213861bc11e5a3dc1bfec8d0d65399,SPC-000693,6.599585747229042,4,1.192,1.0515368586248237
13173b749eacdd563fc667f02fb95bf31da38544,SPC-000184,7.000326304258534,3,1.034,4.364268632414303
139ff316938b67cbe8584590d0b4c2eba5119049,SPC-000903,6.66239802398826,2,1.084,3.990246857177706
13a1ea50f5d43a2574552a27db7bc085b29c194d,SPC-001383,7.30621227630318,4,1.03,4.510718750314907
13d22e88c71869c03416d93a5a57940597ae230f,SPC-001434,6.453299115493982,2,1.006,1.665797771254716
13d4ab133abc5381debd74ee41e7c2074fbc3acc,SPC-000783,7.10193836163797,6,1.079,5.879423927086287
13eead4be66eaf80b7bac23b0a1ac1b462eb9be5,SPC-001717,7.173710184995697,4,1.041,6.132063696858577
13f1bac8469baeaa8ab8752764da8ae67a61e042,SPC-000807,7.456523222987334,3,1.0,1.9971190891227641
14204a7d31f3b953ef0242a85472ae9feffd8dda,SPC-001527,7.322440736035219,3,1.015,6.475320622966803
14642f34eebdeb575f9e1282e894af50c582d5a8,SPC-001581,7.2494214614637205,4,1.581,1.4400929491713015
1477a4e2499dd4433fb20d2f84947c78c5828b3f,SPC-001637,7.262155580542374,6,1.467,2.1188211464140982
1481681099e655f6f59462bfa1194067c6c214b0,SPC-000652,7.388487083372087,2,1.062,4.417348654102368
149e0b122e42d1df9a7e8110f65ca061fee53088,SPC-000105,6.749678216149623,71,1.996,485.4638666808461
14aa90d813a097ebc370ed1701f2ad7a00e674a8,SPC-000291,7.407000341184563,5,1.051,5.6459958451455785
14f31be65df74442fe6b935425edb4fcf1237185,SPC-000215,7.298241784761997,4,1.002,3.17698042793434
14fb6d8e099d5bd0f2abe4c66b894e95ec3be732,SPC-001357,6.723532043537897,71,1.998,175.45182558756488
15187786bb502ff6d2b927ba33d93888fab00b32,SPC-001060,6.596929027124585,23,1.465,3.269513967081947
156fadf9eba8bc9ad5bcefe4a86cf630dd42637c,SPC-000067,7.076891084834559,2,1.0,14.197591107078829
15e1e3606bcf3800d7911be3ece77dc24f72e5bf,SPC-000077,7.1221428128997335,2,1.026,3.751981651747621
15f4183bb2b0971ea728ff8d7d57bca6c914f9db,SPC-000367,7.420265775313023,5,1.021,1.4458209196310179
15fa1e354a8fe86f5406e83596e999bd02a1b847,SPC-001091,7.0977346139657564,71,1.92,1.690988760630313
166cd6a95d488aca9333f5da95df4d476fa614c5,SPC-001283,7.471607899384139,3,1.059,1.421396471108613
1672ec2f6c95ebb3961b98d4eaf5e671cb9b5e6f,SPC-001330,7.07964883229501,3,1.036,2.7503388409575815
167951ebcf19597d792b9bf21ff9696a8423adae,SPC-001684,6.3114103959414996,3,1.128,0.7024482014729507
168a836c79bfd1e5d7153f5942ba1c7496171975,SPC-001670,7.32189091412715,53,1.688,10.111033723062771
16a476b2c2a343378d1aee2775501a0ccf8e4f21,SPC-000326,7.171165177519743,5,1.049,7.634601610200727
16a72ce6f2060355eff9c8685ae26346cfa2e122,SPC-001373,5.80319307922475,2,1.035,1.3057858160027656
16bad9edb40f565225f8a61906a5e72afedeb909,SPC-001604,6.9464187001101765,71,1.988,7.384235899905875
16be0debdca96f2abe380daa2575a700c055469a,SPC-000059,7.22018675269539,3,1.044,4.587725243375465
16bf087ec672f13a102cf98594cf3ac059e4257a,SPC-000298,7.440702926989841,5,1.054,2.318481381188052
16f0bbe5d1d6d2b839ee86b35dba5daaa7073fe8,SPC-001601,7.37108964022033,72,1.922,6.185949240668389
1741ca1f4b22547ed4c86a142de401801a284946,SPC-000009,6.701755396450236,71,1.965,1.2797064202936863
17bfc2e11c3041fef55cf4f9b2aa0db7d5146348,SPC-000013,6.910300181546222,73,1.995,27.7483750517605
17c389c5f671563e064f5d693600107655c1a630,SPC-000496,7.168613136413027,2,1.174,3.471514760418714
17ce6c13d830f40fc9c5aa64aafef5c8c5ef2315,SPC-000213,6.737418466770378,4,1.046,5.242789425525842
17d7722f18053a0d1be1e3d65baf8c5147894f3d,SPC-000154,7.243592850640054,4,1.025,6.133012400305121
17e546b3809592207daefb5dd8036a1069e8259a,SPC-001461,7.011687815652068,2,1.018,15.232651023102662
17ec2a55410ee41596ec8419e5e1dd60a349c0d7,SPC-001301,7.316444227836737,4,1.025,9.747442388604819
17f31202fe2b67d12f55063d75aff9eb4a4acce4,SPC-000409,6.689264551381001,72,2.0,1426.7009253232047
18092028d179d5563278521951af9bba09d0df3e,SPC-000688,7.2171554186917355,3,1.077,10.063785900081346
18266e3d945bba9437e1cf5730f9650a23a5ec98,SPC-000803,7.27994607130505,3,1.298,0.3681749290208061
184e86b2eb457bf55e80806e3f9cf6869033cffb,SPC-001194,6.697499141027878,4,1.035,1.2123249233900406
18643e403725eae7088f6603ddde1cb128de64e8,SPC-000411,6.756391589548173,76,2.0,377.6546592708375
18a542d8419b89a28de64f5c5ec9512b61bfd0d2,SPC-001103,7.349645803476997,4,1.024,4.180073304889178
18ab5880a6045e83dcbae3286acf0eafca4b8203,SPC-001784,7.414634971317863,5,1.234,2.6221980267194755
18afa6268ea9bc4e62ae81b2def91fc319c980d4,SPC-001107,7.222614746901176,4,1.033,9.541378506555507
18b06774a678bc13fb4245a9968b2e1c60a73fd6,SPC-001282,7.4253875588011455,3,1.008,8.647702510621349
18db273533bd6148d87b8de4394ead07f9ab5712,SPC-001236,6.916630670859217,5,1.1,1.448733456328068
1918b98d27a7e32d600e2ea9fa84db0334b43c59,SPC-001131,7.358640114392186,4,1.012,9.127516116984012
19314b47538960cf86c2d7f1156e5d633b075e9e,SPC-000383,7.029851567749322,4,1.013,5.578076501922589
193315195e0a87a90081176b9925d9b7065d5c54,SPC-000924,7.347890459367957,4,1.011,6.994043156048906
1933f7458618c5c65a7a60f5e8840d05c33b35fb,SPC-001124,6.9498028435172525,4,1.013,7.772200953474913
19b183343a141cf40eff23132d2abf4f3894433e,SPC-000330,7.330133659227078,5,1.025,3.6497874554568983
19beb1911d7a85f724beb73a60e2a7565178686f,SPC-000669,7.340389900899282,3,1.174,1.111518878357695
19d8f76bdfcd184fbad4e5d21f58583f1fbf839f,SPC-001680,7.479821196902753,4,1.143,1.5231613504909038
19daf9a4331bf80b4b829fa398bb597e84994b4c,SPC-001329,6.672062269510812,3,1.018,3.655297132365814
19de0b400cd9796c18f850cd86e1b95cb14e4d10,SPC-000481,6.508598115101377,2,1.034,6.122931880689612
1a0e2258a5d50c1163059534b7e70aa9dba7dd36,SPC-001530,7.1410743702132935,3,1.011,7.867934395027785
1a14222fd7a04f8d0c11cf3af554296c53d28910,SPC-001256,7.020643612117382,4,1.038,11.366696008313163
1a37fa365318c18f0aabb74648f94e5cc3bf4b0b,SPC-000158,7.041485836213045,4,1.011,1.635260806318542
1a59922332f2e62e9b52d180b6a00bac2a7683fe,SPC-001138,6.974792957780503,2,1.01,1.5790063973447783
1a8da32e9b30bcc77e1621c256d2d772b693e0d7,SPC-000912,7.3695833281652,5,1.098,2.520934272196074
1aa0c66dbcd8838eda3f9c363f4da16819541587,SPC-001711,7.09240403574558,3,1.031,5.778789961728407
1b13cd3fe106c4565dbbfc538ea6c5b190a2e22b,SPC-001747,7.407858390940289,6,1.043,4.695641536074878
1b1b1d45e7e80862f628cc85c3cdfea55e8fbe15,SPC-000358,6.619378076840194,1,1.004,24.258668790520503
1b54b0988dc66932f3e031d0450947d52b239004,SPC-000949,7.46600851345871,5,1.152,3.2406568602337957
1b5955d5998e205686727ba9b2e4ab8090875d1c,SPC-001740,6.954760655835204,2,1.137,0.9552438431105408
1b630cac2fd7c96e866ad6f446afbd57a0cdefd9,SPC-000755,7.295543643744402,6,1.4,2.4109102418646895
1c039e3f05c78a34985b41640d24b6847af7facd,SPC-000412,6.9106769007547815,76,1.996,24.92091813950379
1c184245afaa42ef3f9911566e8d14255f8c574d,SPC-001340,6.964676421873692,3,1.014,2.561634465960126
1c2664659fc9294998f32c6869c7456b2af85c53,SPC-000444,6.7266901456944215,5,1.054,1.996268743713918
1c7988291fa753d684178393767c714b44ee413f,SPC-001523,7.329576463792656,3,1.021,2.7642610443993765
1cf41d45053d510c678beb8e9865ccfd563c0460,SPC-000527,7.1397365235551895,4,1.186,4.465872296862624
1d2001576a3bd2ad7e280e28348c1ec0d67a560d,SPC-000477,7.241634542324798,4,1.071,3.708669483530132
1dd745a55e7581791c879db75fde1dc0a419049e,SPC-001488,7.094989803668601,4,1.013,7.057719734153236
1deefe9781a334ae3a1b7583a76a5bf72c7bcd4b,SPC-000995,7.400364412819411,4,1.013,8.019921541317286
1e40e1407839778eba920b0033d5b9ad0d91b926,SPC-000440,7.354121532477896,5,1.109,6.77151141180661
1e523f1f9364d3f33ba4209eba768f557dcfb379,SPC-001097,7.1673179065261365,2,1.012,8.581972018700117
1e87f2037097d74624bec125621d79a220254bcf,SPC-000906,7.334915830335696,5,1.067,5.23054150729367
1ea1b65ad8de31b1924996b8796d31e52414fc0a,SPC-000974,6.6177070065652845,3,1.011,1.2563757005355405
1ea2df72214b2d2a611a5c04c6303a216cc8aca3,SPC-001396,6.9023582978133255,2,1.0,5.6142119310476755
1ea3ce23c2f8af4f2e8b97da698f1f6491763ca9,SPC-000865,7.190700843256819,3,1.0,4.238814282426512
1ecae16264fcd1d21507d33b6d826175c6da6c57,SPC-000162,6.826579110970199,4,1.053,2.070359875463766
1ef9861d1a5fc39b8cc046b3aa88de4456dc4800,SPC-000163,7.103047621018137,3,1.017,4.351988876641455
1f4b25074bef3edeb7b57a874583e51da6a1f130,SPC-001761,6.725769913776639,2,1.2,0.7054032772080113
1f560caebc81f57c2d44faa7d13c86671582c920,SPC-000426,6.789173519384143,3,1.087,12.703043794446437
1f5ecdcd19312a0edb74467e67b7184e57d0b081,SPC-001616,7.004468331371765,2,1.05,1.0516844644266414
1f89143a37c757b324ca3062ff6fc76eb28db3f7,SPC-000685,6.634235714784721,4,1.119,0.6281578179232099
