GSUID,spectrum_id,mineral_id,source,entropy,peak_count,fractal_dimension,spectral_variance,crystal_system,space_group,symmetry_index,symmetry_complexity_score,spectral_rugosity,information_complexity,amplitude_entropy,distribution_skewness,complexity_score
0574c0bae847362d1a15d7e2fb4df7cf4149095b,SPC-000101,2,RELAB,7.335918011160443,4,1.155,5.980425904511903,Cubic,Ia-3d,1.0,0.0,0.15500000000000003,0.02162414710356465,7.335918011160443,0.0019038553069966682,0.5990850829388256
059ffb544d5076803aa25f6254bb3dba4574011e,SPC-000324,5,RELAB,7.379598343258721,3,1.004,3.833928642357621,Tetragonal,P4_2/mnm,0.5714285714285714,0.4285714285714286,0.0040000000000000036,0.44178620879119396,7.379598343258721,0.0014278914802475012,0.675532269684961
05b13cfcd4ee4ba848e157701ff26e561d35709f,SPC-001382,16,USGS,7.37358639913332,4,1.012,4.932244134609432,Triclinic,C1,0.14285714285714285,0.8571428571428572,0.01200000000000001,0.8834115485814877,7.37358639913332,0.0019038553069966682,0.7592577189176518
05c48b154abac7c69f5927b1b35945a9bed9c499,SPC-001630,19,RELAB,7.505571510365929,4,1.035,2.464085654287378,Trigonal,R-3c,0.7142857142857143,0.2857142857142857,0.03499999999999992,0.3040562957726514,7.505571510365929,0.0019038553069966682,0.7120097546049787
05cd8c33ff706ffdc91b0f6c122714979b0c84f5,SPC-000887,11,RELAB,7.1814472589416205,4,1.196,1.4325564668524977,Orthorhombic,Pbnm,0.42857142857142855,0.5714285714285714,0.19599999999999995,0.5998516291257784,7.1814472589416205,0.0019038553069966682,0.7126809733507228
05e41d4877f1783293ff3d1c3dae105788dc773c,SPC-001193,14,RELAB,7.230427709666441,3,1.017,4.882551165909281,Monoclinic,C2/m,0.2857142857142857,0.7142857142857143,0.016999999999999904,0.7228870374036036,7.230427709666441,0.0014278914802475012,0.6783444635608514
05e8085449add4d52ad0cf62cfa9cbff6498b2e7,SPC-001393,16,USGS,7.404219324000847,5,1.044,1.6786141235712029,Triclinic,C1,0.14285714285714285,0.8571428571428572,0.04400000000000004,0.8915389902335482,7.404219324000847,0.002379819133745835,0.8090682289400261
0655ce5d8171e86702405095cf1530191524817c,SPC-000229,4,RELAB,7.244518898381624,3,1.035,12.868480203683175,Cubic,Fd-3m,1.0,0.0,0.03499999999999992,0.004882871926611361,7.244518898381624,0.0014278914802475012,0.5206512163265443
065a9a85943346da630b959092bb4ef500436ba3,SPC-000908,11,RELAB,7.360824317762178,3,1.112,3.0400826167300794,Orthorhombic,Pbnm,0.42857142857142855,0.5714285714285714,0.1120000000000001,0.6024327398454706,7.360824317762178,0.0014278914802475012,0.7329760273538924
0663af4051bec66e27f65e684290bcce715ac652,SPC-000167,3,USGS,7.199298023863282,3,1.005,2.5094254583508087,Cubic,Ia-3d,1.0,0.0,0.004999999999999893,0.0006975531323730383,7.199298023863282,0.0014278914802475012,0.5313872558422891
0675107e8e1b74efe435fde7e0844009c5bbaa93,SPC-000081,1,USGS,7.250590605769597,3,1.01,12.513160544088253,Cubic,Ia-3d,1.0,0.0,0.010000000000000009,0.0013951062647461075,7.250590605769597,0.0014278914802475012,0.516744298963461
06768c2edcaa03f82c99387ac504eb595fc88844,SPC-001451,17,RELAB,7.316243406302818,3,1.015,9.973511576733339,Triclinic,C1,0.14285714285714285,0.8571428571428572,0.014999999999999902,0.8769729745863009,7.316243406302818,0.0014278914802475012,0.7253551901573709
067719406178a1c883737d953c2c4095c7ce7cb0,SPC-001655,19,RELAB,7.306105110132495,3,1.081,8.464721496669931,Trigonal,R-3c,0.7142857142857143,0.2857142857142857,0.08099999999999996,0.3025230181741401,7.306105110132495,0.0014278914802475012,0.6219703709209637
0698906b83ed6ff1bf34d9a69b001efd0ac0f90b,SPC-001269,15,RRUFF,7.159298055116249,6,1.3,5.273159063224383,Monoclinic,C2/m,0.2857142857142857,0.7142857142857143,0.30000000000000004,0.7552804427907612,7.159298055116249,0.0028557829604950024,0.7246853598974782
069b38dfa5f6e260f5b0337881fb44e40a54fe5f,SPC-001768,20,RELAB,6.670474682024931,3,1.219,0.43024683632859545,Trigonal,R-3c,0.7142857142857143,0.2857142857142857,0.21900000000000008,0.29643914199003324,6.670474682024931,0.0014278914802475012,0.5148005138918079
06a6f087479a6b6605127811688ba8e5f1085980,SPC-001442,16,USGS,7.346989030603124,3,1.014,8.179625005739798,Triclinic,C1,0.14285714285714285,0.8571428571428572,0.014000000000000012,0.8805100422233881,7.346989030603124,0.0014278914802475012,0.7397955306684402
06bd29cc9b608d646a2474f2d1eeb6859315f21e,SPC-000221,4,RELAB,7.318216192288705,3,1.005,14.824994653028481,Cubic,Fd-3m,1.0,0.0,0.004999999999999893,0.0006975531323730383,7.318216192288705,0.0014278914802475012,0.5377970733225603
06d6d4e43abbcd444da45d7df765c57d974d2509,SPC-001334,15,USGS,6.685614420334753,3,1.056,2.473087736256524,Monoclinic,C2/m,0.2857142857142857,0.7142857142857143,0.05600000000000005,0.674037063760144,6.685614420334753,0.0014278914802475012,0.5064756764284835
06dcffa1397f3d1dfe4b199721d5ab92080730ff,SPC-001436,16,USGS,7.422936579398038,4,1.015,5.261840737173159,Triclinic,C1,0.14285714285714285,0.8571428571428572,0.014999999999999902,0.8897314015169393,7.422936579398038,0.0019038553069966682,0.7767069828075832
06de834def64a1b9ca3a759f99dbdb6f7a7051ce,SPC-000460,6,USGS,7.3355819562646065,2,1.009,8.059081387950943,Tetragonal,I4_1/amd,0.5714285714285714,0.4285714285714286,0.008999999999999897,0.439852010327268,7.3355819562646065,0.0009519276534983341,0.6447433622827901
06e5353a834b05b647efc9a5eaccfd86b48ca87c,SPC-001299,15,USGS,6.85263936578697,2,1.003,2.5798963379828845,Monoclinic,C2/m,0.2857142857142857,0.7142857142857143,0.0029999999999998916,0.6832871111119373,6.85263936578697,0.0009519276534983341,0.5526107566941258
06eac19e2682b7c21312c25dbc75ac70975febc3,SPC-001114,13,USGS,7.074544460814414,2,1.014,15.140661181105285,Hexagonal,P6/mcc,0.8571428571428571,0.1428571428571429,0.014000000000000012,0.14294945302074535,7.074544460814414,0.0009519276534983341,0.4804291150688605
070f33dbfa0ea2393a835c371cbf67595790b1a3,SPC-000898,11,RELAB,7.3865401012266405,4,1.071,1.4729309657733285,Orthorhombic,Pbnm,0.42857142857142855,0.5714285714285714,0.07099999999999995,0.5987628756236758,7.38654010122664,0.0019038553069966682,0.7541996597272163
07516e43e000635c0f14b29e2f0c8c165169ea8c,SPC-001449,17,RELAB,7.322527986010587,3,1.054,4.340184653196419,Triclinic,C1,0.14285714285714285,0.8571428571428572,0.05400000000000005,0.8831654024349483,7.322527986010587,0.0014278914802475012,0.7544963293775134
07914d17a33be2e7b449addf935cf37672b88f23,SPC-000567,7,RELAB,6.898255560566561,3,1.055,1.8550123037299449,Monoclinic,C2/c,0.2857142857142857,0.7142857142857143,0.05499999999999994,0.6950873379108231,6.898255560566561,0.0014278914802475012,0.5931377044989842
07bf2c81e3ac6288745f09bed1c3e6ce678b0976,SPC-001498,17,USGS,7.41892266897209,4,1.022,5.160618503617988,Triclinic,C1,0.14285714285714285,0.8571428571428572,0.02200000000000002,0.8902279903381444,7.41892266897209,0.0019038553069966682,0.7774962868004545
07c8a27b8a991e10f12c00603ef835bc581f74dc,SPC-001139,13,USGS,7.285537111773541,2,1.0,2.5669787613301795,Hexagonal,P6/mcc,0.8571428571428571,0.1428571428571429,0.0,0.14520140666679318,7.285537111773541,0.0009519276534983341,0.5909861214490438
07ddfbabd48ec28dc94f2f0218c799a99ff5b425,SPC-000489,7,RELAB,6.990763028617836,3,1.001,4.353005612122834,Monoclinic,C2/c,0.2857142857142857,0.7142857142857143,0.0009999999999998899,0.696772174667918,6.990763028617836,0.0014278914802475012,0.5889088734346956
0811de89d690060c35a9e9160d7ad9a3e5eadef9,SPC-000576,8,RELAB,7.440877236168199,6,1.179,2.648602471430528,Monoclinic,C2/c,0.2857142857142857,0.7142857142857143,0.17900000000000005,0.7664591483807373,7.440877236168199,0.0028557829604950024,0.8137204837717223
083185cab45e61249172e81465c8954e2ef3a1f1,SPC-001261,15,RELAB,7.259787679890257,5,1.072,3.6460237162165385,Monoclinic,C2/m,0.2857142857142857,0.7142857142857143,0.07200000000000006,0.7334858560305647,7.259787679890257,0.002379819133745835,0.710559052465157
08664c149775a1d460cec9883edab098997947e5,SPC-001265,15,RELAB,7.262398289087474,5,1.031,3.435291771090664,Monoclinic,C2/m,0.2857142857142857,0.7142857142857143,0.030999999999999917,0.7280260687198086,7.262398289087474,0.002379819133745835,0.7023157656451839
086c4e3b30c0aea5e0be271d39ed637db21bc693,SPC-000121,3,RRUFF,6.635897479697959,72,2.0,2202.5439431796594,Cubic,Ia-3d,1.0,0.0,1.0,0.13951062647461063,6.635897479697959,0.03426939552594003,0.5165898251481519
088e93224622f42d4c5a1112a962096e2abe01e3,SPC-000848,10,USGS,6.625293021061372,1,1.009,1.9872717871892769,Orthorhombic,Pbca,0.42857142857142855,0.5714285714285714,0.008999999999999897,0.5294263270360644,6.625293021061372,0.00047596382674916705,0.44881104063471156
08d43091d99c6eee44cbcf7ca6ea4a06bf19b4ed,SPC-001457,17,RELAB,7.522680430741591,3,1.057,4.932286050666578,Triclinic,C1,0.14285714285714285,0.8571428571428572,0.05699999999999994,0.9075182711328128,7.522680430741591,0.0014278914802475012,0.8257340332609338
08df7453ab0faad289b2f50466eccff21b4641fa,SPC-001533,17,USGS,7.202955293060268,5,1.12,1.5879931428191447,Triclinic,C1,0.14285714285714285,0.8571428571428572,0.1200000000000001,0.8780745369513395,7.202955293060268,0.002379819133745835,0.7570200464537663
08e5a860353a3b8e9340f6ef0b0dde51cd793231,SPC-000629,8,RELAB,7.061781374989753,6,1.043,1.9361471292123218,Monoclinic,C2/c,0.2857142857142857,0.7142857142857143,0.04299999999999993,0.7097086309752352,7.061781374989753,0.0028557829604950024,0.6485939934895478
08f98a3ff5593ba40f13021d7b6f9e96d103860a,SPC-001480,17,RRUFF,6.862123404257369,69,1.886,1.7870917057002955,Triclinic,C1,0.14285714285714285,0.8571428571428572,0.8859999999999999,0.9441828165485336,6.862123404257369,0.03284150404569253,0.8287613284722605
09185de91ad3947560fb11efe287e5c2ca99617a,SPC-000507,7,RELAB,7.384103672533238,3,1.301,0.21862407907560202,Monoclinic,C2/c,0.2857142857142857,0.7142857142857143,0.30099999999999993,0.7778219337892758,7.384103672533238,0.0014278914802475012,0.908501982477538
093e52a90d4dd6e3f71438ece1fc4be0b58606f0,SPC-000240,4,RELAB,6.895889519942261,59,1.708,1.7912352567756267,Cubic,Fd-3m,1.0,0.0,0.708,0.09877352354402431,6.895889519942261,0.028081865778200855,0.6147815317457844
0963b39322bad1c236b9650dbc392531a6df3103,SPC-000859,10,USGS,7.3842394217584655,3,1.007,3.4557234222097852,Orthorhombic,Pbca,0.42857142857142855,0.5714285714285714,0.006999999999999895,0.589650784538488,7.3842394217584655,0.0014278914802475012,0.7106209506116755
0964e094a97da002adbbedf052de6b5eb4605a12,SPC-000811,10,RELAB,7.331027844020478,4,1.043,4.204590494395011,Orthorhombic,Pbca,0.42857142857142855,0.5714285714285714,0.04299999999999993,0.5904311210653288,7.331027844020478,0.0019038553069966682,0.6956079353523312
097a0f4e342953ad71b43c5aea031e3e2915cdac,SPC-001577,18,RELAB,6.798467203751706,6,1.483,3.7872119666036115,Hexagonal,P63/m,0.8571428571428571,0.1428571428571429,0.4830000000000001,0.20287769239616482,6.798467203751706,0.0028557829604950024,0.5282962657182639
09c7a143fc1610fbc7cd1343e60505613fa501ac,SPC-001317,15,USGS,7.19155231876087,3,1.022,5.0760588138244715,Monoclinic,C2/m,0.2857142857142857,0.7142857142857143,0.02200000000000002,0.7197106404362041,7.19155231876087,0.0014278914802475012,0.664522543243881
09e6bd371918eb101c8be03d67be7c00a29ff466,SPC-000759,9,RELAB,7.264965142749521,6,1.198,3.90133987827842,Orthorhombic,Pbca,0.42857142857142855,0.5714285714285714,0.19799999999999995,0.6067887259740841,7.264965142749521,0.0028557829604950024,0.7138197685339448
0a10f32491f983f3310f623f1799f446ec0cbbff,SPC-000376,5,USGS,7.324164286230658,3,1.008,2.517697523579976,Tetragonal,P4_2/mnm,0.5714285714285714,0.4285714285714286,0.008000000000000007,0.4390298341439435,7.324164286230658,0.0014278914802475012,0.6677034395456454
0a227a90261fed57cdce25144a7fd5a27e0ad279,SPC-001653,19,RELAB,6.723665244956469,3,1.081,2.2377359863430595,Trigonal,R-3c,0.7142857142857143,0.2857142857142857,0.08099999999999996,0.279306860895713,6.723665244956469,0.0014278914802475012,0.44016751678864335
0a2cba30f40eabe75ebe2e07d083d8a341ed672b,SPC-000668,9,RELAB,6.8447357189447136,2,1.164,2.0956768482066312,Orthorhombic,Pbca,0.42857142857142855,0.5714285714285714,0.16399999999999992,0.5685445245721912,6.8447357189447136,0.0009519276534983341,0.5682356653351339
0a39f1097020e30173d74b5a8f5f6872b0210eec,SPC-001709,20,RELAB,6.900055310545422,4,1.486,1.1185359443501495,Trigonal,R-3c,0.7142857142857143,0.2857142857142857,0.486,0.3428396042048481,6.900055310545422,0.0019038553069966682,0.6343223590123154
0a5e19dfbd144f8815bb5b3522d4805a0662e647,SPC-000781,10,RELAB,7.36842485884325,3,1.104,1.3275065231133332,Orthorhombic,Pbca,0.42857142857142855,0.5714285714285714,0.10400000000000009,0.6019225726895402,7.36842485884325,0.0014278914802475012,0.7598147790945184
0a7d6c2bbcaa98aa5762a7b381bc9e6c57ae4035,SPC-000644,8,RELAB,7.448725488767325,4,1.041,3.1190940879359235,Monoclinic,C2/c,0.2857142857142857,0.7142857142857143,0.040999999999999925,0.7479887638106946,7.448725488767325,0.0019038553069966682,0.7758569552562301
0aa03a47e6f2e8e07837dce7761297d2b4d6941b,SPC-001561,18,RELAB,7.275380836919444,2,1.057,0.8102231560426237,Hexagonal,P63/m,0.8571428571428571,0.1428571428571429,0.05699999999999994,0.1529510969090541,7.275380836919444,0.0009519276534983341,0.6414674407765324
0aa51857b5156e5997db31ec11eada17b4ae2d3e,SPC-000457,6,USGS,6.66006271268499,2,1.047,1.4089442808325296,Tetragonal,I4_1/amd,0.5714285714285714,0.4285714285714286,0.04699999999999993,0.4047639371901115,6.66006271268499,0.0009519276534983341,0.45303685178826036
0ab6b9d73161ff8ea921c2c34c29e34360a52d83,SPC-001002,12,RELAB,7.381859109611812,4,1.046,7.501455909496769,Trigonal,P3121,0.7142857142857143,0.2857142857142857,0.04600000000000004,0.30065971422619076,7.381859109611812,0.0019038553069966682,0.6427925749309974
0ad47c0965ee482fea9278c61c3c792a6cf2521b,SPC-000024,1,USGS,7.170196931279138,2,1.015,2.8734258739004432,Cubic,Ia-3d,1.0,0.0,0.014999999999999902,0.002092659397119146,7.170196931279138,0.0009519276534983341,0.5194374883071184
0aee05042b46d77d68fc5239bd5a2dbd130d4671,SPC-001646,19,RELAB,7.462002672863883,51,1.653,5.528273205851545,Trigonal,R-3c,0.7142857142857143,0.2857142857142857,0.653,0.38853720127262337,7.462002672863883,0.02427415516420752,0.8373486094504011
0afc47272032d243fe6daa605f15fb673a8f36cc,SPC-000708,9,RELAB,7.442929998707676,3,1.031,3.101449137157093,Orthorhombic,Pbca,0.42857142857142855,0.5714285714285714,0.030999999999999917,0.5976778733786446,7.442929998707676,0.0014278914802475012,0.7413234008086902
0b12bf4b972c7d5a6484218ecef6ddeae60523cd,SPC-001778,20,RELAB,7.38981046399976,3,1.227,3.3962807481898682,Trigonal,R-3c,0.7142857142857143,0.2857142857142857,0.2270000000000001,0.3262280800272337,7.38981046399976,0.0014278914802475012,0.710873647310669
0b2188b843a7ebe0f3d25bd657652e863276a580,SPC-000938,11,RELAB,7.111734745239442,2,1.012,6.884513558042392,Orthorhombic,Pbnm,0.42857142857142855,0.5714285714285714,0.01200000000000001,0.5686241673060439,7.111734745239442,0.0009519276534983341,0.5963301665498655
0b2fef66f964796a2c62e7a087d4bdd61e346cae,SPC-000703,9,RELAB,7.212171305514653,3,1.034,7.49477169514674,Orthorhombic,Pbca,0.42857142857142855,0.5714285714285714,0.03400000000000003,0.5797002396284565,7.212171305514653,0.0014278914802475012,0.6373096229694369
0b37927e46866ead421a44eace04f0b4c3e6cdd6,SPC-000839,10,USGS,6.969090243248095,1,1.036,6.810227792359106,Orthorhombic,Pbca,0.42857142857142855,0.5714285714285714,0.03600000000000003,0.5606007515780221,6.969090243248095,0.00047596382674916705,0.5505088583235601
0b3aca65ddb848169bfecaaa0b9268f6adbe2e74,SPC-001518,17,USGS,7.380501006205119,4,1.019,4.515474209386559,Triclinic,C1,0.14285714285714285,0.8571428571428572,0.018999999999999906,0.8852149753934493,7.380501006205119,0.0019038553069966682,0.7656560571759025
0b56f403fd133b65d37765377039531c7a170cb8,SPC-001738,20,RELAB,7.15615114451122,4,1.108,3.2699506814730737,Trigonal,R-3c,0.7142857142857143,0.2857142857142857,0.1080000000000001,0.30031261317861857,7.15615114451122,0.0019038553069966682,0.5949963073688945
0b62155ae5d23bcef890f445a05b0139354a2a82,SPC-000315,5,RELAB,7.532697166807286,2,1.031,1.5180679411615436,Tetragonal,P4_2/mnm,0.5714285714285714,0.4285714285714286,0.030999999999999917,0.4547068154713454,7.532697166807286,0.0009519276534983341,0.7663525687416325
0bc26d8f8e604616fb20ce468739dedee845522b,SPC-000814,10,RELAB,7.171524770328098,6,1.048,2.5746886073916873,Orthorhombic,Pbca,0.42857142857142855,0.5714285714285714,0.04800000000000004,0.5784130320631591,7.171524770328098,0.0028557829604950024,0.6514822793470368
0be4b32cc7b0960857db5db0379f499f0e833502,SPC-000982,12,RELAB,7.246986545507947,4,1.041,6.747069812034101,Trigonal,P3121,0.7142857142857143,0.2857142857142857,0.040999999999999925,0.294586116547427,7.246986545507947,0.0019038553069966682,0.5940475111794686
